TILEMAP
images/tileSetD.png
16 8
3,4,7,8,9,10,7,8,9,10,10,7,8,9,7,8,9,10,8,9,7,8,9,10,8,9,7,8,9,10,5,6
19,33,23,24,25,26,23,24,25,26,26,23,24,25,23,24,25,26,24,25,23,24,25,26,24,25,23,24,25,26,34,22
11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14
11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30
27,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,46
43,44,0,0,0,0,0,0,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,0,0,0,0,0,0,13,14
59,60,0,0,0,0,0,0,0,0,0,0,0,0,29,67,70,28,0,0,0,0,0,0,0,0,0,0,0,0,29,30
11,28,0,0,0,0,0,0,0,0,0,0,0,0,45,84,85,44,0,0,0,0,0,0,0,0,0,0,0,0,45,46
27,44,0,0,0,0,1,2,1,2,1,2,1,2,61,84,85,28,1,2,1,2,1,2,1,2,0,0,0,0,61,62
43,28,0,0,0,0,0,0,0,0,0,0,0,0,45,84,85,44,0,0,0,0,0,0,0,0,0,0,0,0,13,14
59,44,0,0,0,0,0,0,0,0,0,0,0,0,61,84,85,60,0,0,0,0,0,0,0,0,0,0,0,0,29,30
11,60,0,0,1,2,1,2,1,2,1,2,1,2,50,23,24,49,1,2,1,2,1,2,1,2,1,2,0,0,45,46
27,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,62
43,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14
59,60,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,29,30
11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,71,72,0,0,0,0,0,0,0,0,0,0,0,0,0,45,46
27,28,0,0,0,0,0,0,0,0,0,0,0,0,0,87,88,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14
43,44,0,0,1,2,0,0,0,0,0,0,0,0,0,103,104,0,0,0,0,0,0,0,0,0,1,2,0,0,29,30
59,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,46
27,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,62
43,44,1,2,1,2,1,2,1,2,1,2,16,16,16,16,16,16,16,16,1,2,1,2,1,2,1,2,1,2,29,30
59,63,39,40,41,39,40,41,39,39,40,41,39,40,41,42,39,40,41,39,40,39,40,41,40,41,39,39,40,41,31,46

